epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
241,2391,0.85157,1.12039,0.54873,0.51999,1.0087,0.89576,0.88601,0.92684,0.55478,0.92072,0.85492,0.89637,0.62739,1.47446,2.26773,0.60519,0.69568,1.29643,0.000416,0.000416,0.000416
242,2400.6,0.85262,1.16282,0.5589,0.5158,0.99852,0.9084,0.8601,0.92773,0.56668,0.91161,0.8601,0.8925,0.61907,1.49503,2.32899,0.62281,0.69724,1.32209,0.0004094,0.0004094,0.0004094
243,2410.14,0.82372,1.14579,0.55943,0.50428,0.9658,0.87875,0.90127,0.92631,0.55669,0.94213,0.84354,0.88188,0.61071,1.52234,2.36093,0.6309,0.69952,1.3341,0.0004028,0.0004028,0.0004028
244,2419.11,0.8266,1.15646,0.56092,0.49828,0.98278,0.88236,0.89637,0.92068,0.56455,0.95753,0.81769,0.89089,0.60817,1.48165,2.26559,0.61404,0.70015,1.29801,0.0003962,0.0003962,0.0003962
245,2428.75,0.81033,1.14285,0.56116,0.50369,0.97483,0.88731,0.90155,0.92322,0.55975,0.9198,0.83195,0.88526,0.58738,1.48177,2.29558,0.62332,0.69417,1.29419,0.0003896,0.0003896,0.0003896
246,2438.27,0.8163,1.1499,0.55432,0.50479,0.96679,0.86957,0.90155,0.90474,0.55269,0.92693,0.85448,0.88434,0.57946,1.41657,2.36149,0.64142,0.68279,1.28469,0.000383,0.000383,0.000383
247,2447.87,0.78058,1.08673,0.57299,0.48043,0.95368,0.88583,0.87047,0.87876,0.49996,0.93199,0.85207,0.88032,0.58531,1.55549,2.3315,0.6329,0.76331,1.33746,0.0003764,0.0003764,0.0003764
248,2457.49,0.81513,1.11569,0.55269,0.49996,0.97398,0.88033,0.87665,0.88804,0.52542,0.92265,0.87047,0.88199,0.58868,1.48187,2.33118,0.62823,0.73808,1.30141,0.0003698,0.0003698,0.0003698
249,2467.28,0.82323,1.10963,0.56331,0.50992,0.96727,0.88283,0.89119,0.90634,0.5512,0.90167,0.84974,0.8758,0.58219,1.40836,2.34637,0.62628,0.69724,1.28311,0.0003632,0.0003632,0.0003632
250,2476.93,0.79874,1.0701,0.55468,0.48679,0.97429,0.9053,0.8601,0.90643,0.54233,0.88518,0.8342,0.86864,0.55284,1.49024,2.31292,0.62965,0.70238,1.31967,0.0003566,0.0003566,0.0003566
251,2486.51,0.82261,1.14933,0.55527,0.5008,0.99126,0.89844,0.85492,0.89304,0.54035,0.89516,0.84456,0.86932,0.53608,1.41921,2.26683,0.6365,0.69456,1.30075,0.00035,0.00035,0.00035
252,2496.24,0.80445,0.99522,0.55863,0.50004,0.97466,0.91331,0.84456,0.88692,0.52429,0.93012,0.82755,0.86911,0.55387,1.48909,2.29453,0.63,0.70242,1.3113,0.0003434,0.0003434,0.0003434
253,2505.95,0.80501,0.99422,0.52141,0.47913,0.96041,0.8801,0.87478,0.88146,0.53463,0.90658,0.8342,0.84979,0.55491,1.45298,2.33515,0.63783,0.72017,1.28942,0.0003368,0.0003368,0.0003368
254,2515.62,0.82949,1.07428,0.52579,0.50701,0.97432,0.89774,0.85492,0.88175,0.52364,0.91355,0.82902,0.84771,0.53595,1.46489,2.30196,0.64036,0.74062,1.2815,0.0003302,0.0003302,0.0003302
255,2525.28,0.79464,1.06079,0.55167,0.4885,0.95742,0.9159,0.8601,0.89406,0.54508,0.91389,0.82902,0.84849,0.52681,1.42483,2.26835,0.63675,0.71492,1.28662,0.0003236,0.0003236,0.0003236
256,2535.28,0.80002,1.10602,0.5265,0.50288,0.96093,0.89252,0.88601,0.89306,0.5188,0.86797,0.8175,0.8182,0.50903,1.50454,2.31797,0.6394,0.72864,1.30482,0.000317,0.000317,0.000317
257,2544.85,0.82674,1.0355,0.54159,0.48714,1.00124,0.86705,0.87858,0.88925,0.52661,0.89522,0.82383,0.85466,0.53862,1.50361,2.33649,0.63612,0.72846,1.28645,0.0003104,0.0003104,0.0003104
258,2554.45,0.76726,1.01182,0.53211,0.47459,0.95574,0.86375,0.88686,0.89605,0.56002,0.93223,0.79793,0.86733,0.58594,1.41889,2.3383,0.63568,0.71069,1.2527,0.0003038,0.0003038,0.0003038
259,2564,0.80084,1.06753,0.55681,0.49831,0.97237,0.88311,0.90031,0.90885,0.56372,0.94765,0.81347,0.87322,0.58248,1.40038,2.29758,0.62978,0.70528,1.25861,0.0002972,0.0002972,0.0002972
260,2572.72,0.76155,0.95643,0.54707,0.46129,0.94835,0.90026,0.88858,0.90666,0.55341,0.92716,0.81865,0.87642,0.56961,1.43867,2.28238,0.62257,0.68548,1.28172,0.0002906,0.0002906,0.0002906
261,2582.28,0.76037,0.97708,0.52786,0.47137,0.9423,0.88262,0.89637,0.90731,0.55797,0.91766,0.8342,0.87093,0.5731,1.42964,2.30279,0.63122,0.67468,1.27081,0.000284,0.000284,0.000284
262,2591.98,0.792,1.01937,0.5366,0.48222,0.96845,0.88093,0.88172,0.90592,0.56649,0.92853,0.84456,0.87784,0.59391,1.42557,2.28124,0.6263,0.68301,1.26971,0.0002774,0.0002774,0.0002774
263,2601.61,0.80203,1.11558,0.55845,0.48196,0.9738,0.86734,0.90155,0.909,0.57397,0.91157,0.82383,0.87277,0.5937,1.43,2.29383,0.61578,0.68865,1.26847,0.0002708,0.0002708,0.0002708
264,2610.48,0.77616,1.02619,0.5353,0.47839,0.96297,0.90146,0.90056,0.91869,0.58126,0.92451,0.81865,0.87134,0.60605,1.37608,2.31091,0.61415,0.66824,1.24558,0.0002642,0.0002642,0.0002642
265,2620.06,0.79656,1.01288,0.53747,0.4794,0.97862,0.88752,0.89944,0.91557,0.56136,0.94414,0.82383,0.88496,0.62809,1.47147,2.33007,0.60648,0.71127,1.28656,0.0002576,0.0002576,0.0002576
266,2629.9,0.80553,1.15646,0.54581,0.48863,0.97333,0.90132,0.89119,0.92347,0.58728,0.94108,0.82762,0.88455,0.61207,1.40025,2.36453,0.61544,0.70262,1.27986,0.000251,0.000251,0.000251
267,2639.45,0.76593,1.06534,0.54106,0.47601,0.9535,0.92235,0.84456,0.90733,0.57239,0.92412,0.82902,0.87769,0.60962,1.44745,2.34463,0.62232,0.70936,1.31345,0.0002444,0.0002444,0.0002444
268,2649.26,0.75765,0.96238,0.53139,0.45821,0.95145,0.91619,0.84962,0.90384,0.56206,0.93002,0.82634,0.87565,0.59299,1.43617,2.35218,0.62956,0.72817,1.30306,0.0002378,0.0002378,0.0002378
269,2658.88,0.75594,0.9676,0.54111,0.48272,0.96088,0.90591,0.84812,0.89826,0.54441,0.9239,0.81779,0.86578,0.57391,1.5105,2.41313,0.63422,0.75811,1.31394,0.0002312,0.0002312,0.0002312
270,2668.61,0.76419,1.00004,0.54853,0.47413,0.96206,0.89783,0.84974,0.89888,0.57057,0.91025,0.84083,0.88506,0.61243,1.39522,2.29432,0.61924,0.71477,1.27105,0.0002246,0.0002246,0.0002246
271,2678.24,0.77006,1.05382,0.50551,0.48093,0.95826,0.90522,0.84128,0.89821,0.5607,0.92247,0.8342,0.89156,0.6112,1.43961,2.26123,0.61201,0.7203,1.294,0.000218,0.000218,0.000218
272,2687.87,0.77291,1.08764,0.50068,0.47363,0.95363,0.91112,0.84456,0.89772,0.56072,0.91682,0.84974,0.88833,0.6098,1.42837,2.33007,0.61671,0.72614,1.28845,0.0002114,0.0002114,0.0002114
273,2697.44,0.74414,1.01147,0.51668,0.46776,0.95433,0.92082,0.8436,0.90242,0.56244,0.94107,0.81865,0.88098,0.60396,1.44594,2.36273,0.61837,0.72154,1.29234,0.0002048,0.0002048,0.0002048
274,2707.18,0.76541,1.02095,0.53689,0.47746,0.96944,0.9213,0.84917,0.90511,0.57033,0.94596,0.81631,0.87787,0.59653,1.40032,2.35009,0.62273,0.69943,1.27567,0.0001982,0.0001982,0.0001982
275,2716.66,0.76837,0.97486,0.52108,0.46926,0.9568,0.89761,0.90674,0.9279,0.59506,0.92987,0.82443,0.87894,0.61481,1.35099,2.2471,0.61057,0.68734,1.26517,0.0001916,0.0001916,0.0001916
276,2726.34,0.74726,0.98413,0.5271,0.46879,0.96184,0.90756,0.86481,0.91549,0.58462,0.91168,0.8557,0.89073,0.61968,1.39733,2.24307,0.61193,0.6878,1.28702,0.000185,0.000185,0.000185
277,2735.74,0.74031,0.92952,0.5491,0.44745,0.94155,0.88852,0.87047,0.91235,0.57959,0.93949,0.84974,0.89619,0.62363,1.4168,2.30636,0.61531,0.70601,1.29923,0.0001784,0.0001784,0.0001784
