epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,1057.04,1.09445,1.57111,0.81931,0.64131,1.05884,0.83958,0.81354,0.85296,0.39374,0.90415,0.78198,0.82653,0.55508,1.94706,2.47705,0.71952,0.93478,1.45712,0.0096205,0.0096205,0.0096205
117,1066.43,1.12561,1.45615,0.81125,0.66635,1.08054,0.90889,0.77532,0.87499,0.47306,0.857,0.73057,0.76916,0.54328,1.647,2.82736,0.72818,0.86699,1.32099,0.0096172,0.0096172,0.0096172
118,1075.86,1.09751,1.46793,0.81421,0.68583,1.08695,0.9246,0.81865,0.87118,0.4685,0.84464,0.78874,0.7964,0.5186,1.62593,2.64004,0.72325,0.87916,1.32705,0.0096139,0.0096139,0.0096139
119,1085.36,1.14623,1.51249,0.80664,0.6758,1.08976,0.88712,0.85511,0.8848,0.49502,0.90112,0.78756,0.8144,0.5108,1.57041,2.55757,0.71822,0.84451,1.30045,0.0096106,0.0096106,0.0096106
120,1094.75,1.14372,1.61807,0.80361,0.68758,1.10363,0.93451,0.81324,0.87504,0.43485,0.93591,0.83237,0.86959,0.56897,1.8197,2.18902,0.69924,0.88807,1.3506,0.0096073,0.0096073,0.0096073
121,1104.34,1.09928,1.49677,0.82487,0.64383,1.06091,0.91424,0.8342,0.88102,0.47478,0.91944,0.8279,0.86586,0.61581,1.61579,2.10431,0.70047,0.86767,1.26899,0.009604,0.009604,0.009604
122,1113.14,1.12957,1.43695,0.8226,0.67397,1.07241,0.91786,0.81057,0.87708,0.47323,0.90602,0.79924,0.84448,0.56186,1.66329,2.28257,0.69917,0.90397,1.2856,0.0096007,0.0096007,0.0096007
123,1122.59,1.13116,1.44681,0.80882,0.68011,1.07099,0.87912,0.82903,0.8647,0.47546,0.86875,0.78877,0.81556,0.58137,1.65932,2.46963,0.70248,0.90449,1.30651,0.0095974,0.0095974,0.0095974
124,1132.05,1.16063,1.30289,0.78621,0.6749,1.09018,0.90127,0.80409,0.86635,0.40535,0.8709,0.80311,0.8374,0.56821,1.86353,2.33468,0.70424,0.93612,1.38003,0.0095941,0.0095941,0.0095941
125,1141.73,1.13128,1.46344,0.80472,0.66502,1.09384,0.89142,0.81865,0.86567,0.4455,0.85721,0.77765,0.78841,0.54227,1.70699,2.50704,0.70224,0.86768,1.36573,0.0095908,0.0095908,0.0095908
126,1150.15,1.10082,1.47254,0.82564,0.65448,1.07747,0.85501,0.825,0.85049,0.41941,0.86471,0.73575,0.72411,0.51689,1.73043,2.7255,0.69982,0.86707,1.37241,0.0095875,0.0095875,0.0095875
127,1159.57,1.13451,1.4277,0.78011,0.65196,1.08226,0.85833,0.8342,0.87047,0.45756,0.87655,0.78756,0.82678,0.54984,1.56474,2.27514,0.70422,0.84708,1.32078,0.0095842,0.0095842,0.0095842
128,1169.12,1.15444,1.56301,0.79709,0.67931,1.11327,0.8865,0.78756,0.85897,0.4233,0.89979,0.79095,0.8507,0.59287,1.80801,2.23396,0.70137,0.88815,1.41555,0.0095809,0.0095809,0.0095809
129,1178.14,1.1028,1.36648,0.79926,0.67298,1.08461,0.84652,0.85735,0.88853,0.51041,0.87761,0.77202,0.82659,0.58341,1.47675,2.2367,0.69393,0.79299,1.28511,0.0095776,0.0095776,0.0095776
130,1186.73,1.07041,1.29412,0.77764,0.64931,1.06978,0.86601,0.84456,0.84614,0.45283,0.85007,0.81347,0.79814,0.54187,1.65169,2.56558,0.69138,0.97208,1.33615,0.0095743,0.0095743,0.0095743
131,1196.31,1.10582,1.462,0.79249,0.67045,1.09067,0.87662,0.77313,0.81366,0.40806,0.88834,0.76684,0.79245,0.53922,1.82762,2.61824,0.6903,0.99839,1.3908,0.009571,0.009571,0.009571
132,1205.78,1.08814,1.36685,0.78707,0.63648,1.06981,0.88986,0.79275,0.82421,0.42478,0.87969,0.78238,0.79469,0.54148,1.74537,2.42589,0.6942,0.94146,1.35955,0.0095677,0.0095677,0.0095677
133,1215.21,1.10722,1.33579,0.7684,0.63225,1.05742,0.87829,0.78522,0.81532,0.38344,0.87531,0.77202,0.76574,0.52511,1.8326,2.49616,0.70613,0.95721,1.37399,0.0095644,0.0095644,0.0095644
134,1224.65,1.13123,1.33744,0.76794,0.66411,1.08053,0.8436,0.81865,0.81982,0.38827,0.87004,0.73057,0.76099,0.53816,1.78636,2.62413,0.72844,0.96261,1.34893,0.0095611,0.0095611,0.0095611
135,1234.11,1.07904,1.46491,0.7727,0.651,1.05979,0.86075,0.82383,0.87314,0.48238,0.95001,0.73575,0.79646,0.53821,1.48831,2.56905,0.72449,0.86748,1.2639,0.0095578,0.0095578,0.0095578
136,1243.54,1.09789,1.56398,0.79573,0.67153,1.08629,0.87367,0.82413,0.8695,0.46062,0.91587,0.7772,0.81548,0.56273,1.64078,2.43684,0.68879,0.90447,1.3141,0.0095545,0.0095545,0.0095545
137,1252.01,1.08295,1.52126,0.78547,0.66098,1.08673,0.87089,0.82383,0.87792,0.42826,0.89382,0.76684,0.81668,0.54599,1.84209,2.56917,0.67968,0.94927,1.39337,0.0095512,0.0095512,0.0095512
138,1260.86,1.04857,1.37771,0.77452,0.63895,1.05131,0.84175,0.84974,0.89082,0.4766,0.85999,0.79565,0.83904,0.57348,1.64498,2.42538,0.6837,0.89789,1.33558,0.0095479,0.0095479,0.0095479
139,1270.42,1.10855,1.44706,0.76349,0.67578,1.06357,0.82404,0.825,0.87518,0.48888,0.88182,0.81191,0.84424,0.59806,1.57499,2.37984,0.69652,0.96236,1.32278,0.0095446,0.0095446,0.0095446
140,1278.87,1.06323,1.35603,0.7656,0.65195,1.06099,0.83978,0.83938,0.87309,0.48768,0.90929,0.77908,0.83346,0.57862,1.47133,2.35786,0.68456,0.89498,1.28834,0.0095413,0.0095413,0.0095413
141,1287.67,1.07654,1.37144,0.75777,0.65419,1.07382,0.83002,0.80829,0.83729,0.45786,0.88309,0.78238,0.82288,0.5856,1.59752,2.31178,0.68063,0.89726,1.36873,0.009538,0.009538,0.009538
142,1296.47,1.05303,1.50096,0.75338,0.63582,1.07134,0.88114,0.8342,0.88452,0.46162,0.90006,0.79324,0.842,0.60005,1.65884,2.19993,0.67329,0.85569,1.35881,0.0095347,0.0095347,0.0095347
143,1306.02,1.1022,1.47368,0.77073,0.66147,1.08729,0.89171,0.81067,0.8889,0.45451,0.90342,0.78238,0.80609,0.55971,1.68067,2.31456,0.66925,0.90403,1.34851,0.0095314,0.0095314,0.0095314
144,1314.34,1.14613,1.3874,0.77156,0.66824,1.08631,0.85711,0.8601,0.89291,0.44164,0.91626,0.79275,0.82674,0.56601,1.79349,2.33616,0.66307,0.90455,1.37986,0.0095281,0.0095281,0.0095281
145,1323.2,1.0564,1.48076,0.75765,0.63529,1.05472,0.84152,0.8601,0.88412,0.46736,0.9214,0.79793,0.84819,0.57763,1.63442,2.2238,0.66529,0.87623,1.30093,0.0095248,0.0095248,0.0095248
146,1332.63,1.13513,1.37069,0.76247,0.65608,1.0765,0.84309,0.83938,0.8663,0.44354,0.87248,0.8154,0.83034,0.58524,1.73462,2.19993,0.67171,0.89989,1.33297,0.0095215,0.0095215,0.0095215
147,1340.98,1.06579,1.34505,0.74092,0.62949,1.04396,0.85222,0.86653,0.88888,0.49958,0.86771,0.80311,0.82315,0.5561,1.59283,2.37627,0.6813,0.8422,1.30093,0.0095182,0.0095182,0.0095182
148,1349.99,1.03732,1.35377,0.73582,0.60895,1.03321,0.8619,0.85492,0.89182,0.47831,0.84556,0.79432,0.82258,0.56262,1.61498,2.39061,0.68112,0.85925,1.3059,0.0095149,0.0095149,0.0095149
149,1358.79,1.07275,1.28921,0.75252,0.63257,1.06313,0.84518,0.89119,0.89658,0.46232,0.83046,0.83754,0.8382,0.59131,1.67707,2.27697,0.67678,0.83828,1.35032,0.0095116,0.0095116,0.0095116
150,1367.96,1.05453,1.41475,0.75919,0.6367,1.06232,0.83296,0.90155,0.88347,0.47331,0.86943,0.79275,0.81463,0.53395,1.59691,2.47561,0.68465,0.82008,1.34399,0.0095083,0.0095083,0.0095083
151,1377.51,0.99306,1.26467,0.74948,0.58747,1.01695,0.90107,0.82902,0.86869,0.43355,0.88677,0.81154,0.826,0.58627,1.71854,2.23759,0.67373,0.83274,1.38833,0.009505,0.009505,0.009505
152,1385.95,1.03404,1.36013,0.72789,0.62076,1.05221,0.90289,0.86719,0.90003,0.48558,0.89181,0.80311,0.83381,0.59505,1.57452,2.26993,0.66767,0.82785,1.35452,0.0095017,0.0095017,0.0095017
153,1395.03,0.99907,1.32129,0.73015,0.61143,1.04348,0.89014,0.83964,0.89504,0.47632,0.90079,0.7513,0.779,0.53414,1.52797,2.4782,0.66408,0.92132,1.3151,0.0094984,0.0094984,0.0094984
154,1404.67,1.03643,1.1958,0.71814,0.60277,1.04129,0.89819,0.82279,0.87265,0.43887,0.92212,0.78238,0.8041,0.55578,1.67375,2.34108,0.66595,0.96694,1.36431,0.0094951,0.0094951,0.0094951
155,1413.18,1.03449,1.22972,0.74059,0.62375,1.05658,0.92395,0.81829,0.88328,0.49205,0.92634,0.77202,0.80725,0.54866,1.51121,2.37935,0.6734,0.85944,1.31971,0.0094918,0.0094918,0.0094918
156,1421.92,1.08148,1.28104,0.71648,0.62756,1.05741,0.90021,0.84456,0.89368,0.50247,0.88348,0.7772,0.78298,0.54832,1.49997,2.3937,0.68477,0.84591,1.29084,0.0094885,0.0094885,0.0094885
157,1430.76,1.08568,1.24349,0.7091,0.63097,1.06475,0.90247,0.863,0.89727,0.48113,0.93271,0.79793,0.85197,0.54336,1.62205,2.34404,0.66218,0.81493,1.30213,0.0094852,0.0094852,0.0094852
158,1439.45,1.02835,1.31294,0.72858,0.6102,1.04057,0.89617,0.89442,0.8993,0.48257,0.90902,0.82835,0.8487,0.59137,1.60681,2.216,0.66165,0.81217,1.28544,0.0094819,0.0094819,0.0094819
159,1449.02,1.00493,1.3428,0.71383,0.59241,1.02815,0.90652,0.87047,0.88568,0.45735,0.8801,0.79872,0.81349,0.55438,1.63771,2.37091,0.66702,0.83886,1.30836,0.0094786,0.0094786,0.0094786
160,1458.67,1.05897,1.30294,0.73451,0.63013,1.05458,0.88115,0.82383,0.87533,0.47744,0.91407,0.77164,0.79593,0.54976,1.49633,2.54051,0.66829,0.87845,1.27961,0.0094753,0.0094753,0.0094753
161,1468.41,1.04326,1.30163,0.72213,0.63979,1.05227,0.91559,0.78685,0.85794,0.46947,0.86622,0.76166,0.78798,0.54771,1.47659,2.65895,0.6653,0.9969,1.27518,0.009472,0.009472,0.009472
162,1476.73,1.04467,1.38274,0.72504,0.61298,1.04517,0.86097,0.81347,0.84359,0.43181,0.90567,0.76166,0.79697,0.55707,1.64253,2.49094,0.65956,1.06032,1.33763,0.0094687,0.0094687,0.0094687
163,1486.61,1.00905,1.33942,0.71634,0.60901,1.03885,0.84004,0.84456,0.89273,0.49907,0.87651,0.77233,0.80328,0.55767,1.56354,2.5067,0.66394,0.85329,1.3304,0.0094654,0.0094654,0.0094654
164,1495.5,0.99855,1.4776,0.71176,0.59664,1.03883,0.84819,0.83953,0.894,0.48766,0.87624,0.79275,0.82074,0.56584,1.60664,2.38052,0.66946,0.83627,1.3437,0.0094621,0.0094621,0.0094621
165,1505.27,1.02405,1.28378,0.72448,0.59704,1.04051,0.83319,0.87565,0.88268,0.46966,0.88875,0.76166,0.81602,0.55624,1.56993,2.36338,0.66892,0.84094,1.30657,0.0094588,0.0094588,0.0094588
166,1513.58,0.9816,1.25013,0.72632,0.58407,1.01442,0.8691,0.89444,0.89526,0.52937,0.83395,0.85873,0.83644,0.56965,1.48124,2.16579,0.67612,0.78058,1.29367,0.0094555,0.0094555,0.0094555
167,1522.91,1.05801,1.2701,0.70405,0.62163,1.04875,0.85654,0.89714,0.9149,0.52996,0.862,0.81347,0.83547,0.55105,1.40313,2.28339,0.67733,0.74712,1.24691,0.0094522,0.0094522,0.0094522
168,1531.89,1.01447,1.27028,0.71666,0.60377,1.0427,0.82881,0.84974,0.90127,0.50962,0.91404,0.71622,0.80693,0.54159,1.4505,2.7057,0.68428,0.81918,1.25339,0.0094489,0.0094489,0.0094489
169,1540.37,1.00933,1.24716,0.69002,0.60746,1.04413,0.88549,0.81865,0.91099,0.50572,0.88249,0.72021,0.7843,0.5439,1.49532,2.59686,0.65715,0.84199,1.27977,0.0094456,0.0094456,0.0094456
170,1549.52,1.0034,1.35072,0.70337,0.60278,1.04803,0.87539,0.82383,0.86296,0.43746,0.86621,0.82902,0.85583,0.59522,1.75021,2.12217,0.6543,0.88414,1.38588,0.0094423,0.0094423,0.0094423
171,1557.85,1.05987,1.27605,0.71786,0.62888,1.07932,0.93419,0.81865,0.89888,0.48669,0.90032,0.78756,0.85048,0.5936,1.59552,2.13782,0.66196,0.81702,1.33086,0.009439,0.009439,0.009439
172,1566.97,0.95741,1.33594,0.69727,0.5986,1.02303,0.88797,0.86244,0.89637,0.48583,0.91644,0.79562,0.8451,0.60882,1.5636,2.22818,0.66959,0.79984,1.28606,0.0094357,0.0094357,0.0094357
173,1575.3,1.00011,1.15454,0.7325,0.58604,1.03081,0.90758,0.88601,0.91363,0.52892,0.85981,0.83938,0.85173,0.58922,1.45092,2.1711,0.66884,0.76362,1.24828,0.0094324,0.0094324,0.0094324
174,1584.84,0.99451,1.24102,0.70476,0.60865,1.02696,0.87266,0.86528,0.89078,0.46789,0.89834,0.82383,0.8558,0.63376,1.6542,2.09345,0.66555,0.7913,1.33567,0.0094291,0.0094291,0.0094291
175,1593.7,1.01655,1.26943,0.69911,0.60672,1.04712,0.88169,0.87047,0.90093,0.50251,0.89351,0.78252,0.85952,0.60882,1.53488,2.12792,0.66703,0.75685,1.32412,0.0094258,0.0094258,0.0094258
176,1602.24,0.99931,1.2868,0.68434,0.61286,1.03525,0.87925,0.89637,0.91115,0.54259,0.81762,0.83621,0.84711,0.61504,1.42285,2.12746,0.66061,0.74265,1.27024,0.0094225,0.0094225,0.0094225
177,1611.58,1.05638,1.37149,0.69589,0.63732,1.0846,0.89193,0.85529,0.89237,0.46797,0.8594,0.8234,0.84101,0.57447,1.61407,2.27751,0.66308,0.79103,1.31172,0.0094192,0.0094192,0.0094192
178,1621,1.05302,1.29783,0.69155,0.62197,1.07291,0.88594,0.89119,0.88248,0.44466,0.91378,0.82365,0.82987,0.57963,1.63494,2.11383,0.65012,0.79043,1.31625,0.0094159,0.0094159,0.0094159
179,1629.87,1.00233,1.22699,0.70227,0.58894,1.04285,0.89253,0.89119,0.87887,0.44239,0.91061,0.80829,0.8204,0.57647,1.62809,2.10006,0.65358,0.79218,1.32309,0.0094126,0.0094126,0.0094126
180,1638.65,0.99131,1.26941,0.68778,0.5786,1.01872,0.88189,0.90155,0.8779,0.47928,0.87977,0.83409,0.83809,0.59707,1.57171,2.06687,0.66938,0.77703,1.29494,0.0094093,0.0094093,0.0094093
181,1646.97,1.01839,1.28133,0.67546,0.60075,1.04481,0.84843,0.87565,0.86781,0.45974,0.90736,0.79793,0.83645,0.58473,1.67439,2.12121,0.6839,0.83088,1.33609,0.009406,0.009406,0.009406
182,1655.29,0.967,1.14865,0.66966,0.58238,1.03625,0.86918,0.89119,0.89759,0.50506,0.90849,0.81347,0.87633,0.62789,1.56849,2.132,0.69311,0.82477,1.31868,0.0094027,0.0094027,0.0094027
183,1663.62,0.9921,1.30781,0.69695,0.59558,1.044,0.89767,0.87047,0.90301,0.5307,0.88271,0.85492,0.88355,0.61783,1.51661,2.14854,0.67491,0.81628,1.30568,0.0093994,0.0093994,0.0093994
184,1671.93,0.97757,1.19523,0.65641,0.5836,1.03665,0.91153,0.85414,0.91557,0.55491,0.87883,0.84456,0.87944,0.61842,1.43611,2.18141,0.65882,0.76358,1.26692,0.0093961,0.0093961,0.0093961
185,1680.38,0.9682,1.17631,0.69974,0.57344,1.01766,0.88926,0.83211,0.90767,0.5089,0.8693,0.75814,0.81607,0.57801,1.6256,2.46349,0.65554,0.86766,1.32351,0.0093928,0.0093928,0.0093928
186,1688.71,0.97446,1.19037,0.66863,0.58941,1.01992,0.85597,0.88601,0.90949,0.50942,0.92555,0.77297,0.85324,0.60134,1.58061,2.26096,0.66557,0.8066,1.31217,0.0093895,0.0093895,0.0093895
187,1698.08,1.01051,1.3852,0.67828,0.5937,1.04267,0.87502,0.89119,0.89275,0.46893,0.90148,0.78238,0.84238,0.59143,1.68461,2.12689,0.65975,0.79033,1.32646,0.0093862,0.0093862,0.0093862
188,1706.43,1.0013,1.0403,0.69169,0.59613,1.02866,0.85928,0.86528,0.88772,0.48045,0.89611,0.8342,0.86125,0.61243,1.68751,2.10975,0.66281,0.82144,1.34098,0.0093829,0.0093829,0.0093829
189,1714.88,0.94876,1.09949,0.67249,0.56425,1.01066,0.83814,0.88083,0.86557,0.46212,0.87269,0.81687,0.81851,0.57277,1.62937,2.16334,0.67407,0.83586,1.31898,0.0093796,0.0093796,0.0093796
190,1723.19,0.9742,1.18595,0.64097,0.60349,1.02609,0.90498,0.81347,0.86847,0.46584,0.89935,0.81347,0.84403,0.55651,1.61892,2.29716,0.67553,0.84764,1.32979,0.0093763,0.0093763,0.0093763
191,1731.53,0.97202,1.26262,0.68151,0.58421,1.04322,0.93843,0.86869,0.90788,0.50967,0.92481,0.80311,0.8423,0.58302,1.48678,2.27884,0.66567,0.75786,1.26024,0.009373,0.009373,0.009373
192,1739.91,0.97839,1.17166,0.67064,0.58642,1.02268,0.91219,0.86119,0.89981,0.47486,0.91537,0.78462,0.81649,0.58491,1.58051,2.33448,0.67128,0.79178,1.28245,0.0093697,0.0093697,0.0093697
193,1748.29,1.0075,1.22579,0.66001,0.6012,1.03074,0.90546,0.8436,0.89719,0.47891,0.85981,0.76269,0.77835,0.56846,1.56704,2.52045,0.65481,0.82683,1.27656,0.0093664,0.0093664,0.0093664
194,1756.69,1.00156,1.36254,0.71174,0.59738,1.03557,0.87531,0.84974,0.89746,0.51448,0.89616,0.76166,0.78377,0.56754,1.45447,2.60107,0.67148,0.83687,1.25618,0.0093631,0.0093631,0.0093631
195,1765.1,1.01918,1.3218,0.66271,0.5933,1.04838,0.91474,0.82383,0.87394,0.48272,0.89916,0.78238,0.7958,0.54951,1.48544,2.51861,0.66613,0.89979,1.28145,0.0093598,0.0093598,0.0093598
196,1773.48,0.94454,1.22743,0.66007,0.57426,1.01918,0.89648,0.85255,0.88272,0.46235,0.90861,0.79793,0.83265,0.55771,1.58488,2.46154,0.66944,0.8671,1.30134,0.0093565,0.0093565,0.0093565
197,1781.79,0.95171,1.17678,0.64498,0.56982,1.01355,0.93656,0.84456,0.92954,0.54355,0.86217,0.77784,0.81253,0.55316,1.44529,2.57552,0.65427,0.78313,1.26744,0.0093532,0.0093532,0.0093532
198,1790.13,0.90861,1.24673,0.64601,0.54389,0.98864,0.88309,0.84974,0.90645,0.54882,0.8408,0.80829,0.84461,0.6009,1.46857,2.44295,0.65737,0.77053,1.26783,0.0093499,0.0093499,0.0093499
199,1798.45,0.93851,1.1575,0.65252,0.5605,0.99998,0.85245,0.8681,0.90032,0.5235,0.90335,0.76166,0.82695,0.60195,1.55815,2.42559,0.64583,0.82394,1.31252,0.0093466,0.0093466,0.0093466
200,1806.76,0.99628,1.13442,0.63267,0.57872,1.01293,0.82833,0.87565,0.89943,0.51595,0.8954,0.75648,0.82062,0.58469,1.50447,2.36903,0.6545,0.80363,1.28026,0.0093433,0.0093433,0.0093433
201,1816.28,0.95572,1.10772,0.65781,0.57907,1.01247,0.88038,0.87565,0.90509,0.5027,0.90298,0.77202,0.81645,0.5581,1.49211,2.35395,0.6491,0.80691,1.25096,0.00934,0.00934,0.00934
202,1824.77,0.96779,1.18314,0.63632,0.56429,1.01876,0.87137,0.91257,0.92014,0.51893,0.90964,0.78238,0.82779,0.57781,1.45484,2.37322,0.65912,0.77926,1.26385,0.0093367,0.0093367,0.0093367
203,1834.4,0.98234,1.1604,0.62893,0.5657,1.04207,0.90244,0.86274,0.90307,0.47478,0.87024,0.82902,0.83091,0.58327,1.65477,2.36243,0.65081,0.80462,1.3569,0.0093334,0.0093334,0.0093334
204,1843.86,0.9346,1.1933,0.6761,0.5563,1.00162,0.85709,0.84974,0.87346,0.46474,0.89942,0.84456,0.86579,0.62524,1.68978,2.10755,0.64256,0.81517,1.35012,0.0093301,0.0093301,0.0093301
205,1852.45,0.9436,1.03251,0.60396,0.54629,1.00602,0.88961,0.8601,0.899,0.52127,0.87171,0.80311,0.82793,0.59593,1.53231,2.37943,0.64579,0.77074,1.28373,0.0093268,0.0093268,0.0093268
206,1860.73,0.9902,1.18741,0.61601,0.5774,1.02431,0.89551,0.83938,0.90046,0.48203,0.84965,0.79275,0.80678,0.59729,1.66079,2.37772,0.63997,0.82323,1.35468,0.0093235,0.0093235,0.0093235
207,1869.05,0.9622,1.2462,0.64414,0.5753,1.04171,0.89111,0.84808,0.9034,0.51654,0.85453,0.79137,0.82873,0.61269,1.56976,2.37434,0.66118,0.81097,1.32502,0.0093202,0.0093202,0.0093202
208,1877.37,0.96714,1.22442,0.64912,0.57581,1.03079,0.88526,0.8601,0.89226,0.51067,0.9368,0.76796,0.86362,0.62154,1.60136,2.19472,0.66194,0.81555,1.32596,0.0093169,0.0093169,0.0093169
209,1885.7,0.96473,1.16069,0.65547,0.58399,1.0203,0.91458,0.83219,0.90119,0.53726,0.91911,0.79793,0.87587,0.63441,1.50589,2.16797,0.65072,0.78721,1.29239,0.0093136,0.0093136,0.0093136
210,1894,0.94545,1.26878,0.62926,0.56992,1.01938,0.87788,0.85665,0.89765,0.52146,0.86081,0.80311,0.83399,0.60192,1.52673,2.43236,0.67267,0.83377,1.28835,0.0093103,0.0093103,0.0093103
211,1903.53,0.93894,1.18223,0.63547,0.55135,1.01882,0.88415,0.84974,0.8948,0.53836,0.87726,0.81471,0.85749,0.60937,1.48627,2.37094,0.67788,0.81067,1.31072,0.009307,0.009307,0.009307
212,1911.98,0.93349,1.1999,0.64267,0.57059,1.02448,0.91843,0.8168,0.89376,0.51418,0.89211,0.78238,0.82565,0.60509,1.61213,2.45759,0.65204,0.8474,1.3682,0.0093037,0.0093037,0.0093037
213,1921.1,0.91769,1.13239,0.64305,0.55585,1.01279,0.92624,0.84589,0.90786,0.55804,0.90485,0.78841,0.83363,0.61605,1.52,2.30279,0.64365,0.78376,1.3223,0.0093004,0.0093004,0.0093004
214,1929.58,0.96015,1.2112,0.617,0.56537,1.00729,0.94734,0.8389,0.93561,0.57506,0.90345,0.79793,0.85901,0.62176,1.44416,2.26216,0.65006,0.74257,1.26836,0.0092971,0.0092971,0.0092971
215,1938.93,0.97277,1.08239,0.64008,0.58095,1.02198,0.90617,0.85068,0.92375,0.5504,0.86678,0.81347,0.84042,0.62675,1.50273,2.30047,0.66415,0.76909,1.27617,0.0092938,0.0092938,0.0092938
216,1948.11,0.93687,1.10285,0.62064,0.55688,1.01381,0.91807,0.87093,0.92505,0.55715,0.93227,0.79793,0.85672,0.63502,1.47733,2.25036,0.6457,0.77727,1.25507,0.0092905,0.0092905,0.0092905
217,1957.57,0.96883,1.07535,0.60897,0.55187,1.03231,0.91289,0.85492,0.90837,0.5247,0.91388,0.82477,0.86102,0.62772,1.55367,2.1915,0.64886,0.7949,1.28308,0.0092872,0.0092872,0.0092872
218,1967.02,0.94393,1.20807,0.62884,0.55598,1.01455,0.91701,0.85877,0.91235,0.52849,0.90167,0.81865,0.85641,0.61805,1.57736,2.23891,0.68525,0.7971,1.31256,0.0092839,0.0092839,0.0092839
219,1975.39,0.9561,1.09317,0.65724,0.56622,1.01624,0.88654,0.84974,0.89232,0.50802,0.91093,0.79275,0.83919,0.60713,1.57614,2.28241,0.68386,0.81171,1.31748,0.0092806,0.0092806,0.0092806
220,1983.72,0.98408,1.07261,0.64231,0.57141,1.02861,0.89489,0.88223,0.91047,0.54597,0.86682,0.79275,0.8272,0.60862,1.48613,2.43279,0.68991,0.81289,1.26652,0.0092773,0.0092773,0.0092773
221,1992.98,0.89087,1.00515,0.63044,0.54642,0.99195,0.90973,0.85492,0.90437,0.53782,0.89987,0.79793,0.8365,0.61014,1.45121,2.35784,0.66158,0.813,1.25647,0.009274,0.009274,0.009274
222,2002.33,0.96493,1.10903,0.60392,0.567,1.02482,0.9206,0.85492,0.91617,0.52051,0.94279,0.80829,0.86019,0.62194,1.54723,2.29937,0.66775,0.82987,1.28895,0.0092707,0.0092707,0.0092707
223,2010.67,0.93817,1.13949,0.62779,0.55475,1.00236,0.91198,0.85895,0.90022,0.51048,0.91611,0.79793,0.84227,0.60737,1.55734,2.26802,0.66293,0.80771,1.30423,0.0092674,0.0092674,0.0092674
224,2019.04,0.89894,1.01387,0.62531,0.5331,1.00836,0.85157,0.85492,0.87101,0.50425,0.85463,0.79197,0.81142,0.59571,1.53524,2.27057,0.66799,0.81427,1.32054,0.0092641,0.0092641,0.0092641
225,2027.41,0.92257,1.05938,0.63045,0.54965,1.01976,0.88324,0.8342,0.89131,0.52349,0.89578,0.76684,0.83753,0.59896,1.45568,2.28863,0.67499,0.81536,1.28293,0.0092608,0.0092608,0.0092608
226,2035.76,0.92578,1.12961,0.58514,0.54428,1.00893,0.93393,0.81347,0.9157,0.52705,0.88733,0.77529,0.85065,0.59713,1.5361,2.34804,0.66831,0.82936,1.32567,0.0092575,0.0092575,0.0092575
227,2044.14,0.94,1.03253,0.62701,0.54965,1.02308,0.90468,0.83603,0.91034,0.56121,0.87696,0.81249,0.86196,0.63254,1.42965,2.34234,0.65876,0.79463,1.29021,0.0092542,0.0092542,0.0092542
228,2052.5,0.94774,1.05858,0.60635,0.56138,1.01166,0.91158,0.79793,0.91025,0.55815,0.92583,0.77202,0.84534,0.62586,1.47828,2.45544,0.66044,0.80576,1.29796,0.0092509,0.0092509,0.0092509
229,2061.83,0.89561,1.1484,0.61352,0.52867,0.99029,0.87527,0.86528,0.92402,0.56715,0.91872,0.76134,0.84561,0.61946,1.41132,2.53454,0.67263,0.79436,1.24781,0.0092476,0.0092476,0.0092476
230,2070.19,0.89529,1.09585,0.61569,0.54764,0.98728,0.86816,0.853,0.90513,0.54868,0.87913,0.75375,0.8009,0.59716,1.46611,2.61988,0.70118,0.80467,1.26972,0.0092443,0.0092443,0.0092443
231,2078.62,0.9144,1.13725,0.6229,0.55096,1.00264,0.90806,0.82902,0.90221,0.49762,0.89415,0.80829,0.83372,0.61547,1.60359,2.45049,0.68769,0.82756,1.32408,0.009241,0.009241,0.009241
232,2086.93,0.91439,1.03335,0.61414,0.5491,1.00269,0.90477,0.80829,0.8622,0.46583,0.91852,0.81865,0.82744,0.58578,1.58702,2.28511,0.68276,0.86435,1.33206,0.0092377,0.0092377,0.0092377
233,2095.32,0.93994,1.16243,0.62504,0.56284,1.01147,0.90174,0.87047,0.87075,0.48625,0.91153,0.81347,0.81926,0.57727,1.52482,2.1847,0.6601,0.87051,1.32362,0.0092344,0.0092344,0.0092344
234,2103.65,0.90037,1.17215,0.62249,0.54929,0.99284,0.93143,0.84463,0.89372,0.50674,0.89659,0.80859,0.83741,0.60919,1.52316,2.18688,0.67791,0.82338,1.30076,0.0092311,0.0092311,0.0092311
235,2111.99,0.91421,1.05723,0.63221,0.54506,1.00679,0.90443,0.84456,0.89047,0.51096,0.88913,0.78949,0.8294,0.61319,1.52132,2.30016,0.66955,0.83801,1.30189,0.0092278,0.0092278,0.0092278
