pck@0.1,pck@0.1_Head,pck@0.1_Lateral,pck@0.1_Tail,pck@0.1_Eye,pck@0.1_Dorsal_fin,pck@0.1_Pelvic_fin,pck@0.1_Adipose_fin,pck@0.1_Anal_fin,pck@0.1_Caudal_fin_up,pck@0.1_Caudal_fin_down,pck@0.1_Dorsal_joint,pck@0.2,pck@0.2_Head,pck@0.2_Lateral,pck@0.2_Tail,pck@0.2_Eye,pck@0.2_Dorsal_fin,pck@0.2_Pelvic_fin,pck@0.2_Adipose_fin,pck@0.2_Anal_fin,pck@0.2_Caudal_fin_up,pck@0.2_Caudal_fin_down,pck@0.2_Dorsal_joint,pck@0.3,pck@0.3_Head,pck@0.3_Lateral,pck@0.3_Tail,pck@0.3_Eye,pck@0.3_Dorsal_fin,pck@0.3_Pelvic_fin,pck@0.3_Adipose_fin,pck@0.3_Anal_fin,pck@0.3_Caudal_fin_up,pck@0.3_Caudal_fin_down,pck@0.3_Dorsal_joint,oks_mean,oks_std,precision,recall,epoch
8.732782369146006,0.0,27.87878787878788,0.0,0.0,27.575757575757574,0.0,7.878787878787878,0.9090909090909091,0.0,0.9090909090909091,30.90909090909091,24.820936639118454,0.0,64.54545454545455,11.212121212121211,4.545454545454546,61.51515151515151,26.666666666666664,23.636363636363637,16.363636363636363,0.0,1.8181818181818181,62.72727272727273,41.239669421487605,7.2727272727272725,83.03030303030303,22.727272727272727,24.242424242424246,81.81818181818181,64.24242424242424,41.81818181818182,32.72727272727273,6.06060606060606,9.393939393939393,80.30303030303031,0.042486115532529456,0.03910591576557357,0.0,0.0,0
13.360881542699723,0.0,43.93939393939394,0.9090909090909091,2.727272727272727,36.06060606060606,2.424242424242424,6.969696969696969,4.242424242424242,3.6363636363636362,1.8181818181818181,44.24242424242424,30.192837465564743,12.424242424242424,80.60606060606061,7.2727272727272725,16.666666666666664,76.66666666666667,24.242424242424246,17.87878787878788,15.15151515151515,7.878787878787878,2.727272727272727,70.60606060606061,43.4435261707989,20.606060606060606,91.81818181818181,20.606060606060606,29.39393939393939,88.48484848484848,62.42424242424242,28.181818181818183,27.575757575757574,13.333333333333332,14.242424242424242,81.21212121212122,0.06546473655632078,0.05229831770235174,0.0,0.0,0
5.702479338842974,0.9090909090909091,19.696969696969695,2.727272727272727,7.878787878787878,14.545454545454545,0.0,8.787878787878787,1.8181818181818181,2.727272727272727,0.9090909090909091,2.727272727272727,21.845730027548207,6.06060606060606,66.06060606060606,8.181818181818182,17.87878787878788,63.03030303030303,1.8181818181818181,17.87878787878788,9.696969696969695,13.333333333333332,11.212121212121211,25.151515151515152,35.371900826446286,20.3030303030303,89.0909090909091,20.3030303030303,40.90909090909091,79.39393939393939,1.8181818181818181,23.939393939393938,17.87878787878788,20.3030303030303,19.39393939393939,55.75757575757576,0.020463425723496645,0.023560367935669315,0.0,0.0,0
8.787878787878787,19.39393939393939,11.818181818181818,3.6363636363636362,0.9090909090909091,9.090909090909092,12.424242424242424,8.181818181818182,0.9090909090909091,13.03030303030303,1.8181818181818181,15.454545454545455,28.512396694214875,49.09090909090909,44.848484848484844,16.06060606060606,4.545454545454546,33.93939393939394,39.09090909090909,23.939393939393938,0.9090909090909091,19.39393939393939,14.242424242424242,67.57575757575758,42.56198347107438,65.15151515151514,74.24242424242424,41.51515151515151,11.818181818181818,53.03030303030303,60.303030303030305,26.666666666666664,7.2727272727272725,21.21212121212121,21.21212121212121,85.75757575757576,0.04284769715979264,0.04530482232799514,0.0,0.0,0
15.316804407713498,1.8181818181818181,24.545454545454547,14.545454545454545,6.363636363636363,38.78787878787879,44.24242424242424,8.181818181818182,3.6363636363636362,4.545454545454546,6.666666666666666,15.15151515151515,33.96694214876033,5.454545454545454,59.09090909090909,42.72727272727273,13.636363636363637,63.03030303030303,78.18181818181819,23.939393939393938,20.606060606060606,17.575757575757574,13.939393939393938,35.45454545454545,48.67768595041323,17.87878787878788,90.0,60.6060606060606,20.90909090909091,75.45454545454545,90.0,29.39393939393939,34.848484848484844,24.848484848484848,21.21212121212121,70.30303030303031,0.07465353619319806,0.05646939384684006,0.0,0.0,0
15.289256198347106,0.9090909090909091,23.636363636363637,17.272727272727273,8.787878787878787,20.3030303030303,40.90909090909091,16.666666666666664,7.2727272727272725,6.06060606060606,6.969696969696969,19.39393939393939,38.45730027548209,6.969696969696969,66.66666666666667,43.03030303030303,22.424242424242422,79.0909090909091,75.75757575757576,22.12121212121212,23.030303030303028,18.484848484848484,16.666666666666664,48.78787878787878,52.396694214876035,23.636363636363637,86.36363636363636,64.24242424242424,29.696969696969692,89.0909090909091,86.36363636363636,30.3030303030303,30.606060606060602,25.757575757575754,22.12121212121212,88.18181818181819,0.07344903113111977,0.06543913372276657,0.0,0.0,0
21.625344352617077,0.9090909090909091,20.90909090909091,21.21212121212121,4.545454545454546,54.84848484848485,50.90909090909091,17.87878787878788,8.181818181818182,14.242424242424242,13.03030303030303,31.21212121212121,43.443526170798904,2.727272727272727,80.0,49.696969696969695,17.87878787878788,82.12121212121212,83.93939393939394,22.424242424242422,23.030303030303028,21.21212121212121,22.12121212121212,72.72727272727273,51.79063360881542,4.545454545454546,94.54545454545455,67.87878787878788,22.12121212121212,89.39393939393939,90.9090909090909,35.75757575757576,26.666666666666664,23.030303030303028,23.939393939393938,90.9090909090909,0.11199602751009827,0.08057769893159211,0.009090909090909092,0.009090909090909092,0
31.597796143250683,0.9090909090909091,69.39393939393939,35.45454545454545,10.606060606060606,38.18181818181818,71.81818181818181,16.666666666666664,17.575757575757574,8.787878787878787,9.696969696969695,68.48484848484848,47.217630853994486,6.363636363636363,90.9090909090909,65.15151515151514,14.242424242424242,76.96969696969697,88.18181818181819,23.939393939393938,23.030303030303028,20.3030303030303,19.39393939393939,90.9090909090909,52.64462809917356,19.696969696969695,95.45454545454545,70.60606060606061,20.3030303030303,87.27272727272727,92.72727272727273,26.666666666666664,24.848484848484848,23.030303030303028,23.030303030303028,95.45454545454545,0.14326102297597,0.07819834635931194,0.0,0.0,0
33.057851239669425,4.545454545454546,79.39393939393939,30.0,6.363636363636363,55.15151515151515,57.27272727272727,16.666666666666664,9.090909090909092,18.484848484848484,8.484848484848484,78.18181818181819,51.92837465564739,20.606060606060606,93.03030303030303,56.060606060606055,22.424242424242422,85.15151515151514,93.63636363636364,23.030303030303028,31.818181818181817,27.878787878787875,23.030303030303028,94.54545454545455,58.18181818181818,35.75757575757576,96.36363636363636,59.696969696969695,35.45454545454545,94.54545454545455,97.27272727272727,26.666666666666664,38.78787878787878,34.24242424242424,23.030303030303028,98.18181818181819,0.1692583442794706,0.09285190255995374,0.009090909090909092,0.009090909090909092,0
34.46280991735537,9.090909090909092,76.36363636363636,26.363636363636363,15.15151515151515,63.63636363636363,60.303030303030305,13.333333333333332,19.39393939393939,10.303030303030303,6.969696969696969,78.18181818181819,53.112947658402206,21.21212121212121,93.63636363636364,50.6060606060606,36.96969696969697,90.9090909090909,88.18181818181819,25.757575757575754,31.21212121212121,28.181818181818183,22.12121212121212,95.45454545454545,56.776859504132226,28.484848484848484,95.45454545454545,56.96969696969697,36.96969696969697,93.63636363636364,97.27272727272727,31.21212121212121,34.54545454545455,32.42424242424242,22.12121212121212,95.45454545454545,0.16338339855733153,0.09213074564991285,0.0,0.0,0
